customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value
CUST07586,Filipino,Fleet,High,83,0.41,BMW,X7,Premium,2023,Inline-4,Hybrid,White,230043,2022-11-17,Fleet Sales,6,216240.42,Bank Loan,120838,36,Slow-Moving,0.23,59465,4922,City,2023-11-16,0,3359,98,Out of Warranty,1433,11433,324242
CUST07587,Egyptian,Corporate,Low,55,0.29,Lexus,LX600,Platinum,2024,V6,Petrol,Silver,400660,2024-01-08,Showroom,5,380627.0,Bank Loan,55166,92,Medium-Moving,0.12,32515,1938,City,2025-05-04,7,1161,31,Under Warranty,10839,6710,359395
CUST07588,Egyptian,Individual,Low,65,0.36,BMW,X5,Premium,2024,V6,Petrol,Blue,323340,2024-02-01,Fleet Sales,8,297472.8,Lease,181315,173,Medium-Moving,0.21,49056,3741,City,2024-05-26,0,1881,49,Out of Warranty,17325,6523,473537
CUST07589,Qatari,Corporate,Medium,92,0.05,Mercedes,E-Class,Platinum,2021,V6,Petrol,Gray,286930,2024-06-08,Fleet Sales,2,281191.4,Bank Loan,150429,88,Medium-Moving,0.22,8419,1799,Highway,2025-08-15,6,1630,45,Out of Warranty,14998,3921,564054
CUST07590,Indian,Individual,Medium,46,0.18,Toyota,Land Cruiser,Mid,2024,Inline-4,Hybrid,Silver,229195,2023-01-18,Showroom,7,213151.35,Bank Loan,164558,43,Medium-Moving,0.24,7025,4156,Highway,2023-12-22,5,3283,102,Under Warranty,22692,4541,157767
CUST07591,Indian,Fleet,Medium,60,0.25,Mercedes,G-Class,Platinum,2023,V8,Hybrid,Black,111923,2022-01-06,Online,3,108565.31,Bank Loan,17909,154,Slow-Moving,0.1,39243,3777,Highway,2023-08-29,3,1640,27,Out of Warranty,13080,9679,202042
CUST07592,Filipino,Individual,High,97,0.05,BMW,X5,Mid,2022,V6,Hybrid,Silver,86163,2024-05-19,Fleet Sales,4,82716.48,Lease,9696,43,Medium-Moving,0.1,44315,5669,Highway,2025-09-10,8,1282,94,Out of Warranty,24060,11046,386607
CUST07593,Egyptian,Fleet,High,87,0.06,Lexus,LX600,Premium,2024,V6,Petrol,White,363043,2022-09-23,Fleet Sales,3,352151.71,Bank Loan,8414,18,Medium-Moving,0.21,32323,4790,Mixed,2024-02-14,8,1788,45,Out of Warranty,10314,13652,323257
CUST07594,Pakistani,Fleet,Medium,75,0.42,Nissan,Altima,Base,2021,V6,Hybrid,Silver,338944,2024-03-02,Online,1,335554.56,Bank Loan,204470,146,Fast-Moving,0.22,96152,5166,Highway,2025-04-05,8,2891,120,Out of Warranty,13725,8542,514325
CUST07595,British,Corporate,Low,86,0.2,Nissan,Altima,Premium,2024,Inline-4,Hybrid,Blue,410896,2023-01-18,Online,0,410896.0,Cash,114301,152,Slow-Moving,0.22,27158,3463,Highway,2024-01-14,2,1151,23,Out of Warranty,20141,1536,299728
CUST07596,Indian,Fleet,Medium,78,0.45,BMW,X7,Platinum,2021,V8,Petrol,Gray,392672,2023-07-28,Showroom,6,369111.68,Bank Loan,243056,69,Medium-Moving,0.2,73983,5996,Mixed,2023-12-07,2,1818,52,Under Warranty,11660,14198,385247
CUST07597,British,Corporate,High,100,0.24,Toyota,Camry,Mid,2021,V6,Petrol,White,432526,2022-09-05,Online,4,415224.96,Cash,101258,61,Medium-Moving,0.18,33477,4743,Highway,2024-08-02,7,2106,56,Under Warranty,16356,7931,411493
CUST07598,Filipino,Corporate,High,64,0.13,Lexus,LX600,Base,2024,V6,Hybrid,White,335866,2022-10-22,Online,0,335866.0,Bank Loan,133083,133,Slow-Moving,0.12,8975,5027,Highway,2023-02-23,1,2423,16,Under Warranty,17749,12316,206087
CUST07599,Egyptian,Fleet,Medium,86,0.45,BMW,X5,Mid,2021,V8,Hybrid,Gray,264141,2022-01-20,Online,7,245651.13,Lease,23361,168,Medium-Moving,0.21,28398,3237,Mixed,2022-10-27,8,3302,65,Under Warranty,21222,11087,566396
CUST07600,Qatari,Corporate,Medium,67,0.28,Mercedes,G-Class,Premium,2021,V8,Petrol,White,337100,2023-01-26,Showroom,8,310132.0,Bank Loan,124509,70,Fast-Moving,0.19,48364,2413,Mixed,2023-09-21,2,3047,58,Out of Warranty,11448,8584,271053
CUST07601,Pakistani,Fleet,Medium,83,0.26,Mercedes,E-Class,Platinum,2024,V8,Hybrid,Silver,279595,2024-05-08,Fleet Sales,7,260023.35,Bank Loan,32028,94,Medium-Moving,0.16,43353,679,City,2025-08-23,6,3480,112,Under Warranty,8753,12116,534887
CUST07602,Filipino,Fleet,Medium,52,0.22,BMW,X7,Platinum,2022,V6,Hybrid,Black,121451,2022-10-09,Fleet Sales,5,115378.45,Lease,90016,161,Fast-Moving,0.24,32121,2737,Highway,2024-05-21,1,2665,92,Out of Warranty,5561,8481,302206
CUST07603,Egyptian,Individual,High,61,0.29,BMW,X7,Mid,2024,V8,Petrol,Silver,280770,2023-07-19,Fleet Sales,0,280770.0,Cash,48803,145,Slow-Moving,0.19,103890,2026,Mixed,2025-01-13,1,2059,10,Under Warranty,6386,14147,527956
CUST07604,British,Fleet,High,98,0.15,BMW,X7,Mid,2022,Inline-4,Hybrid,Blue,365678,2024-06-17,Fleet Sales,8,336423.76,Lease,170980,18,Medium-Moving,0.09,80958,3528,City,2025-10-03,2,3712,62,Out of Warranty,1119,5687,381076
CUST07605,Pakistani,Fleet,Low,98,0.1,Toyota,Corolla,Mid,2023,V6,Petrol,Silver,427798,2023-04-10,Online,6,402130.12,Cash,90847,81,Fast-Moving,0.15,57205,5039,Highway,2024-08-22,0,2175,20,Under Warranty,6257,6249,536788
CUST07606,Pakistani,Individual,Low,78,0.18,BMW,X5,Platinum,2023,Inline-4,Petrol,Blue,262369,2024-06-06,Showroom,4,251874.24,Bank Loan,78431,29,Fast-Moving,0.24,24183,3231,City,2025-02-04,7,2960,16,Out of Warranty,24622,6119,524478
CUST07607,Jordanian,Individual,Medium,85,0.44,Toyota,Camry,Premium,2022,Inline-4,Petrol,White,96173,2022-10-14,Online,5,91364.35,Cash,71104,134,Slow-Moving,0.2,89792,3731,City,2022-11-19,2,3932,19,Out of Warranty,17030,11017,581039
CUST07608,Egyptian,Corporate,Medium,74,0.39,BMW,X5,Platinum,2021,V6,Hybrid,White,256116,2022-08-22,Online,2,250993.68,Lease,95782,26,Medium-Moving,0.19,65806,5684,Mixed,2022-12-25,4,1139,31,Out of Warranty,21082,12192,200449
CUST07609,Filipino,Corporate,Medium,82,0.07,Nissan,Altima,Premium,2024,V8,Petrol,White,225923,2022-12-16,Online,8,207849.16,Bank Loan,146929,56,Slow-Moving,0.1,36561,1770,Mixed,2023-01-19,7,3982,70,Under Warranty,12874,3788,127225
CUST07610,Qatari,Individual,Medium,60,0.31,BMW,X7,Platinum,2021,V6,Hybrid,White,239585,2022-04-09,Fleet Sales,1,237189.15,Cash,111664,50,Fast-Moving,0.18,58621,3383,City,2023-04-25,4,3698,54,Under Warranty,4481,4046,467498
CUST07611,Egyptian,Individual,Medium,93,0.11,Lexus,RX350,Platinum,2021,V6,Petrol,White,183810,2024-01-22,Showroom,8,169105.2,Bank Loan,72613,10,Slow-Moving,0.15,58081,5182,Mixed,2024-07-23,8,2372,113,Under Warranty,7749,14332,173254
CUST07612,Egyptian,Individual,Medium,58,0.13,Toyota,Corolla,Base,2021,V8,Hybrid,Silver,198048,2024-03-20,Showroom,1,196067.52,Bank Loan,81563,61,Fast-Moving,0.16,50548,3365,City,2024-05-08,3,2132,41,Under Warranty,15845,2109,524200
CUST07613,Indian,Fleet,Low,78,0.4,BMW,X7,Premium,2024,Inline-4,Petrol,White,327645,2023-08-11,Showroom,6,307986.3,Cash,176189,83,Medium-Moving,0.12,69328,1042,Highway,2024-10-29,0,2567,37,Out of Warranty,1477,5425,299169
CUST07614,Indian,Corporate,Low,62,0.16,Lexus,LX600,Base,2022,V6,Petrol,Blue,169266,2023-12-12,Online,2,165880.68,Lease,130485,67,Medium-Moving,0.25,115229,4786,City,2024-01-21,7,1579,76,Out of Warranty,10483,7275,194601
CUST07615,Jordanian,Individual,Medium,76,0.25,Toyota,Corolla,Mid,2024,V6,Hybrid,Black,405963,2022-07-30,Online,8,373485.96,Lease,147021,65,Slow-Moving,0.14,38309,5963,City,2023-08-31,8,2355,69,Out of Warranty,24443,3233,449666
CUST07616,Qatari,Fleet,Medium,68,0.06,Toyota,Camry,Mid,2021,V8,Hybrid,Black,360192,2022-03-31,Fleet Sales,6,338580.48,Cash,259723,122,Slow-Moving,0.11,117577,1014,Highway,2023-04-18,0,876,85,Under Warranty,7531,12467,256274
CUST07617,Indian,Corporate,Medium,46,0.23,Lexus,RX350,Base,2021,V6,Hybrid,Blue,443912,2023-06-11,Online,8,408399.04,Cash,131749,173,Fast-Moving,0.14,70865,3735,City,2023-08-21,8,3752,112,Under Warranty,10210,3464,345236
CUST07618,Indian,Corporate,Medium,75,0.2,Lexus,LX600,Base,2022,V6,Hybrid,Blue,342427,2023-04-15,Showroom,1,339002.73,Cash,228970,116,Fast-Moving,0.22,48342,4583,Highway,2023-12-27,3,3222,66,Under Warranty,5467,7564,185824
CUST07619,British,Corporate,Medium,64,0.15,Nissan,Patrol,Mid,2022,V6,Hybrid,Blue,87170,2023-03-04,Showroom,4,83683.2,Bank Loan,59221,45,Slow-Moving,0.09,66979,1923,Highway,2024-06-27,5,2075,107,Out of Warranty,20530,5391,391356
CUST07620,Jordanian,Individual,High,41,0.13,Toyota,Camry,Base,2023,V6,Hybrid,White,382238,2022-06-08,Online,2,374593.24,Lease,129607,25,Fast-Moving,0.23,90988,978,Mixed,2023-12-12,0,1931,72,Under Warranty,7383,5250,531326
CUST07621,British,Individual,Low,63,0.22,BMW,X5,Platinum,2021,Inline-4,Hybrid,Silver,368858,2022-04-25,Showroom,0,368858.0,Cash,31355,129,Slow-Moving,0.12,42596,4102,Highway,2024-02-22,3,968,48,Out of Warranty,1375,7654,344327
CUST07622,Pakistani,Fleet,Medium,70,0.42,Nissan,Patrol,Platinum,2023,V6,Petrol,White,175089,2023-08-14,Showroom,5,166334.55,Cash,109715,67,Fast-Moving,0.09,34781,5980,Highway,2024-10-24,6,2003,97,Under Warranty,2687,11155,364326
CUST07623,Filipino,Fleet,Low,43,0.32,Toyota,Camry,Mid,2022,Inline-4,Petrol,Gray,185369,2022-04-23,Fleet Sales,7,172393.17,Cash,39866,120,Fast-Moving,0.23,18175,5391,City,2024-02-28,8,3187,14,Under Warranty,2610,8293,284537
CUST07624,British,Individual,Low,50,0.43,Lexus,RX350,Platinum,2022,Inline-4,Petrol,Silver,415145,2023-05-23,Fleet Sales,6,390236.3,Bank Loan,5819,106,Fast-Moving,0.25,110022,2869,Highway,2024-09-14,4,2361,81,Under Warranty,20861,8781,517195
CUST07625,Indian,Fleet,Low,53,0.13,Toyota,Land Cruiser,Base,2023,V8,Hybrid,Silver,172075,2023-09-27,Fleet Sales,5,163471.25,Bank Loan,98018,89,Medium-Moving,0.09,24164,1655,Highway,2025-05-02,8,2345,96,Out of Warranty,10446,2055,539419
CUST07626,Qatari,Corporate,Low,41,0.3,Mercedes,G-Class,Base,2023,V6,Hybrid,Gray,325077,2024-03-08,Online,7,302321.61,Lease,34237,58,Fast-Moving,0.15,91074,1272,City,2025-10-12,5,1687,69,Under Warranty,777,2359,312948
CUST07627,Jordanian,Fleet,High,65,0.21,Lexus,RX350,Platinum,2022,V6,Hybrid,Gray,373408,2022-05-31,Online,3,362205.76,Lease,30611,17,Medium-Moving,0.1,92365,3484,Highway,2023-10-11,7,1279,95,Under Warranty,2235,9590,584656
CUST07628,Qatari,Fleet,Medium,73,0.33,Nissan,Patrol,Platinum,2021,V6,Hybrid,Black,318263,2022-04-16,Showroom,2,311897.74,Bank Loan,157174,110,Fast-Moving,0.2,32991,2807,Mixed,2023-04-19,2,1401,6,Under Warranty,17886,11370,518519
CUST07629,Pakistani,Individual,Medium,82,0.2,Nissan,Patrol,Base,2021,V6,Hybrid,Gray,214537,2022-03-17,Showroom,1,212391.63,Cash,59408,161,Medium-Moving,0.2,19332,654,Mixed,2022-05-03,4,2884,107,Under Warranty,5324,1900,352176
CUST07630,Pakistani,Corporate,Low,68,0.07,BMW,X7,Mid,2021,Inline-4,Hybrid,Gray,422220,2023-12-02,Online,5,401109.0,Bank Loan,31077,136,Fast-Moving,0.24,85747,5863,City,2025-09-15,5,2530,55,Out of Warranty,858,1716,401472
CUST07631,Pakistani,Fleet,Medium,50,0.19,Nissan,Altima,Premium,2024,Inline-4,Hybrid,Black,351062,2022-07-28,Fleet Sales,3,340530.14,Lease,91198,68,Slow-Moving,0.16,18160,1342,Mixed,2023-02-12,6,3658,32,Under Warranty,17070,4901,412344
CUST07632,Jordanian,Fleet,Low,45,0.1,Nissan,Patrol,Base,2022,Inline-4,Petrol,Gray,326852,2022-09-09,Online,1,323583.48,Cash,232191,95,Fast-Moving,0.16,87308,5537,Mixed,2023-05-18,1,1586,38,Out of Warranty,6540,2493,137627
CUST07633,Indian,Individual,Medium,99,0.16,Nissan,Patrol,Mid,2022,V8,Hybrid,Black,359946,2022-09-24,Fleet Sales,4,345548.16,Bank Loan,56117,81,Slow-Moving,0.13,109149,4226,Mixed,2023-07-05,2,1124,68,Under Warranty,555,8701,410325
CUST07634,Indian,Corporate,Medium,87,0.44,Lexus,RX350,Premium,2023,V8,Petrol,Blue,136710,2023-05-06,Showroom,6,128507.4,Bank Loan,100732,128,Medium-Moving,0.09,53227,2213,City,2024-12-02,5,1846,73,Under Warranty,1013,2393,595178
CUST07635,Qatari,Corporate,Medium,63,0.32,Lexus,RX350,Platinum,2023,V8,Hybrid,Black,201663,2023-08-31,Fleet Sales,4,193596.48,Lease,132166,108,Fast-Moving,0.19,48910,2235,Mixed,2024-02-28,0,1086,89,Out of Warranty,20527,1878,179532
CUST07636,Jordanian,Fleet,High,71,0.4,Nissan,Patrol,Platinum,2022,V8,Hybrid,Black,225724,2023-03-28,Showroom,7,209923.32,Cash,128688,148,Medium-Moving,0.12,18371,3021,Highway,2023-11-08,1,2157,83,Under Warranty,14136,11984,243486
CUST07637,Egyptian,Individual,High,93,0.33,Nissan,Altima,Premium,2021,V6,Petrol,White,138692,2022-03-06,Fleet Sales,4,133144.32,Lease,74000,99,Medium-Moving,0.19,62150,5239,Highway,2022-12-08,4,3987,75,Under Warranty,22374,6104,132405
CUST07638,Jordanian,Individual,Low,100,0.08,BMW,X7,Platinum,2022,V6,Hybrid,White,202221,2023-04-29,Online,6,190087.74,Bank Loan,92556,155,Medium-Moving,0.22,51827,1632,City,2023-06-01,0,2036,44,Out of Warranty,6355,11246,336565
CUST07639,Filipino,Fleet,Low,92,0.3,Lexus,LX600,Premium,2023,V8,Hybrid,Black,347120,2022-04-05,Fleet Sales,1,343648.8,Bank Loan,108554,106,Slow-Moving,0.09,11825,4929,Mixed,2023-07-20,6,2814,78,Under Warranty,22090,6680,458689
CUST07640,Qatari,Corporate,High,48,0.39,Lexus,LX600,Mid,2021,Inline-4,Petrol,Silver,307772,2022-07-12,Showroom,7,286227.96,Lease,122193,137,Fast-Moving,0.08,23432,5241,City,2024-04-22,8,3211,117,Under Warranty,16230,3568,299263
CUST07641,British,Individual,Low,100,0.28,Mercedes,E-Class,Premium,2023,V8,Petrol,Blue,156675,2022-07-09,Online,4,150408.0,Cash,11788,52,Fast-Moving,0.22,100373,2881,Highway,2024-04-24,1,2519,20,Under Warranty,12457,10639,411941
CUST07642,Filipino,Individual,Medium,87,0.42,Toyota,Land Cruiser,Mid,2021,V8,Hybrid,Gray,165152,2022-03-24,Showroom,4,158545.92,Bank Loan,40711,69,Medium-Moving,0.14,69441,2520,Highway,2023-08-17,8,1297,5,Under Warranty,1450,6608,424538
CUST07643,Filipino,Fleet,Medium,72,0.16,BMW,X5,Premium,2023,Inline-4,Petrol,Black,418595,2023-05-30,Online,0,418595.0,Bank Loan,201574,88,Medium-Moving,0.18,9723,1003,City,2024-09-24,2,957,70,Under Warranty,21729,885,560201
CUST07644,Pakistani,Individual,High,96,0.34,Mercedes,G-Class,Premium,2023,V8,Petrol,Blue,346004,2022-09-09,Showroom,4,332163.84,Lease,40997,84,Slow-Moving,0.14,112831,3167,Mixed,2023-02-13,5,1373,72,Out of Warranty,7243,13507,586659
CUST07645,Jordanian,Corporate,High,92,0.22,Toyota,Land Cruiser,Mid,2022,V8,Petrol,Blue,183859,2022-01-12,Fleet Sales,7,170988.87,Bank Loan,53516,80,Medium-Moving,0.09,36278,4617,Highway,2022-09-28,8,3966,114,Under Warranty,6082,6863,595918
CUST07646,Filipino,Individual,High,54,0.43,Toyota,Camry,Base,2024,Inline-4,Petrol,Silver,161218,2023-01-26,Online,5,153157.1,Cash,99610,64,Medium-Moving,0.19,48987,5804,Highway,2024-04-04,8,1829,16,Out of Warranty,7896,13236,235836
CUST07647,Filipino,Fleet,Medium,90,0.29,Mercedes,G-Class,Mid,2023,Inline-4,Petrol,White,275553,2023-05-30,Fleet Sales,2,270041.94,Lease,13390,130,Medium-Moving,0.18,41317,3984,City,2024-04-27,1,1922,61,Out of Warranty,22922,10182,464404
CUST07648,Qatari,Fleet,High,43,0.24,Nissan,Patrol,Base,2022,V6,Hybrid,Black,216283,2024-05-03,Showroom,7,201143.19,Cash,66025,168,Fast-Moving,0.12,118774,1265,City,2024-06-22,8,3441,67,Under Warranty,8210,14240,569506
CUST07649,Jordanian,Corporate,Medium,49,0.27,Mercedes,G-Class,Base,2024,Inline-4,Hybrid,Black,311919,2022-02-12,Fleet Sales,3,302561.43,Lease,107487,171,Medium-Moving,0.2,82036,1159,Mixed,2022-12-01,6,1324,82,Under Warranty,10609,5057,231636
CUST07650,Egyptian,Corporate,Low,50,0.19,Toyota,Camry,Premium,2023,V8,Hybrid,Black,444863,2023-10-01,Showroom,2,435965.74,Cash,77286,114,Medium-Moving,0.21,22285,1822,City,2025-06-21,8,1782,7,Under Warranty,24258,10835,278896
CUST07651,Indian,Individual,Medium,56,0.28,BMW,X5,Platinum,2024,Inline-4,Hybrid,Silver,255685,2022-11-20,Fleet Sales,4,245457.6,Bank Loan,91221,168,Medium-Moving,0.18,38221,5822,City,2023-09-20,4,950,12,Out of Warranty,10088,14298,446972
CUST07652,Egyptian,Fleet,Medium,69,0.13,Mercedes,G-Class,Mid,2024,Inline-4,Petrol,Silver,317942,2024-05-02,Online,0,317942.0,Lease,176863,77,Medium-Moving,0.13,104004,5229,City,2024-11-11,5,2647,74,Out of Warranty,20571,5039,155138
CUST07653,Qatari,Fleet,Low,68,0.31,Toyota,Corolla,Mid,2024,Inline-4,Petrol,Silver,319170,2022-11-24,Showroom,4,306403.2,Cash,73587,18,Medium-Moving,0.09,96377,2911,City,2024-04-06,3,2027,97,Out of Warranty,13459,2101,299556
CUST07654,Pakistani,Individual,Low,81,0.32,Mercedes,G-Class,Platinum,2021,Inline-4,Hybrid,White,159850,2022-07-07,Showroom,6,150259.0,Lease,79987,16,Slow-Moving,0.12,96077,1965,Mixed,2023-05-21,8,2000,81,Under Warranty,23445,6404,109606
CUST07655,Qatari,Individual,Low,97,0.17,Toyota,Corolla,Premium,2023,V6,Hybrid,Silver,371450,2023-08-01,Online,5,352877.5,Lease,113554,176,Medium-Moving,0.12,12050,3718,Highway,2025-03-09,7,3701,91,Out of Warranty,23260,2268,462042
CUST07656,Pakistani,Fleet,Low,92,0.12,Toyota,Camry,Platinum,2022,V8,Hybrid,Silver,140131,2022-02-21,Fleet Sales,3,135927.07,Lease,74823,144,Fast-Moving,0.08,59453,3721,Mixed,2022-11-04,4,1782,111,Under Warranty,6552,5048,577525
CUST07657,British,Corporate,Medium,54,0.45,Lexus,RX350,Platinum,2021,V8,Hybrid,Gray,219561,2024-01-17,Fleet Sales,2,215169.78,Bank Loan,35441,13,Slow-Moving,0.24,100592,2594,City,2025-01-19,6,2485,13,Out of Warranty,11296,5422,269145
CUST07658,Egyptian,Fleet,Medium,70,0.38,BMW,X7,Platinum,2023,V8,Petrol,White,428561,2022-03-28,Showroom,6,402847.34,Bank Loan,91897,168,Fast-Moving,0.14,45854,4850,City,2023-09-22,0,3385,22,Under Warranty,15120,12919,411748
CUST07659,Egyptian,Individual,Medium,40,0.44,Toyota,Corolla,Base,2021,V6,Petrol,Gray,414018,2022-09-28,Showroom,2,405737.64,Bank Loan,99201,144,Medium-Moving,0.1,87946,5509,Mixed,2023-06-24,2,2863,46,Under Warranty,17753,12128,136547
CUST07660,Egyptian,Corporate,Low,43,0.37,Nissan,Altima,Base,2024,V8,Hybrid,White,236740,2024-05-23,Showroom,8,217800.8,Bank Loan,73689,108,Slow-Moving,0.14,32565,1686,City,2025-02-15,6,3363,65,Out of Warranty,21195,12106,400107
CUST07661,Qatari,Fleet,Low,56,0.39,BMW,X7,Platinum,2022,Inline-4,Petrol,Silver,198021,2023-11-25,Online,5,188119.95,Bank Loan,31517,121,Medium-Moving,0.21,20728,2599,Mixed,2024-10-12,7,1467,116,Out of Warranty,16845,10070,149712
CUST07662,Qatari,Corporate,High,74,0.08,Mercedes,E-Class,Base,2023,V6,Petrol,Blue,396228,2024-05-23,Showroom,5,376416.6,Lease,104354,161,Medium-Moving,0.13,28138,1954,City,2024-11-24,2,2644,53,Under Warranty,19301,4423,530837
CUST07663,Egyptian,Corporate,Low,75,0.07,BMW,X5,Mid,2021,V6,Petrol,Silver,151111,2022-12-07,Showroom,5,143555.45,Bank Loan,46687,58,Medium-Moving,0.2,104765,3299,Highway,2024-06-23,5,3837,73,Under Warranty,2921,6993,312107
CUST07664,Filipino,Individual,High,90,0.4,BMW,X5,Base,2024,Inline-4,Petrol,Silver,441821,2023-11-25,Fleet Sales,1,437402.79,Cash,28548,149,Fast-Moving,0.15,117304,5989,City,2024-09-10,5,964,98,Under Warranty,9714,12573,533815
CUST07665,Egyptian,Fleet,High,59,0.25,BMW,X5,Mid,2021,V8,Hybrid,Blue,112972,2022-03-20,Showroom,6,106193.68,Lease,2744,10,Fast-Moving,0.11,20852,5890,Highway,2022-10-18,2,1534,71,Under Warranty,2591,2178,131598
CUST07666,Egyptian,Corporate,Medium,60,0.29,Nissan,Patrol,Platinum,2023,Inline-4,Petrol,Gray,105031,2022-02-12,Showroom,8,96628.52,Bank Loan,50948,131,Fast-Moving,0.2,105032,1697,City,2023-09-06,7,1278,93,Out of Warranty,3511,10757,500197
CUST07667,Indian,Individual,High,52,0.32,BMW,X7,Mid,2024,V6,Hybrid,Silver,109684,2024-02-22,Showroom,3,106393.48,Cash,47480,71,Fast-Moving,0.15,115808,3957,City,2025-03-05,6,3432,17,Under Warranty,9453,736,584336
CUST07668,Pakistani,Individual,Medium,97,0.13,BMW,X7,Base,2024,Inline-4,Hybrid,Black,185715,2023-03-22,Fleet Sales,4,178286.4,Cash,32566,121,Medium-Moving,0.16,18608,836,City,2024-05-11,8,1270,107,Under Warranty,14736,1382,468190
CUST07669,British,Individual,Medium,40,0.14,BMW,X5,Mid,2023,V8,Petrol,Black,243908,2024-02-10,Showroom,5,231712.6,Cash,6969,177,Medium-Moving,0.16,8420,510,Mixed,2024-03-24,4,2717,71,Out of Warranty,12502,13460,587810
CUST07670,British,Fleet,High,73,0.42,Nissan,Patrol,Platinum,2024,Inline-4,Hybrid,White,161833,2022-01-19,Fleet Sales,5,153741.35,Cash,85949,46,Slow-Moving,0.25,82283,3030,Highway,2023-09-23,7,3627,26,Under Warranty,14360,5050,205903
CUST07671,Jordanian,Corporate,Low,74,0.13,Toyota,Camry,Premium,2024,Inline-4,Hybrid,Gray,165581,2022-03-02,Showroom,0,165581.0,Bank Loan,104043,98,Fast-Moving,0.25,108187,985,Highway,2022-11-03,5,3890,7,Out of Warranty,23032,12948,218439
CUST07672,Pakistani,Individual,Low,51,0.23,Nissan,Patrol,Mid,2022,V8,Hybrid,Silver,308492,2023-08-21,Showroom,5,293067.4,Cash,147102,24,Medium-Moving,0.13,53751,4691,City,2024-07-03,6,3919,63,Under Warranty,10216,7433,312496
CUST07673,British,Corporate,High,61,0.15,Lexus,RX350,Platinum,2024,V6,Petrol,Black,307962,2022-03-21,Fleet Sales,7,286404.66,Cash,188637,83,Fast-Moving,0.25,24390,5872,City,2024-01-19,1,1667,17,Out of Warranty,10882,2532,268766
CUST07674,Pakistani,Individual,Low,92,0.21,Nissan,Patrol,Mid,2021,Inline-4,Petrol,Blue,320753,2022-06-01,Fleet Sales,8,295092.76,Lease,66792,163,Fast-Moving,0.22,118650,5326,City,2024-01-04,5,2515,65,Out of Warranty,10339,6761,417954
CUST07675,Egyptian,Individual,Low,64,0.39,Lexus,LX600,Premium,2021,V6,Petrol,White,364034,2024-01-20,Online,4,349472.64,Lease,94375,144,Medium-Moving,0.2,39198,2408,City,2025-09-08,8,3434,32,Out of Warranty,5034,12443,277594
CUST07676,Pakistani,Corporate,High,44,0.42,Mercedes,G-Class,Mid,2021,V6,Hybrid,Black,103386,2023-11-24,Online,4,99250.56,Bank Loan,31558,117,Fast-Moving,0.14,111674,4877,City,2025-06-09,6,2108,79,Out of Warranty,13169,8004,140194
CUST07677,Pakistani,Individual,High,72,0.16,BMW,X7,Base,2021,V8,Petrol,Black,354592,2023-05-18,Online,1,351046.08,Cash,251620,169,Fast-Moving,0.14,32019,5597,City,2024-02-16,1,1693,64,Under Warranty,5648,2235,483948
CUST07678,Indian,Individual,Low,51,0.39,Toyota,Corolla,Base,2023,V6,Petrol,Blue,411832,2023-01-03,Showroom,7,383003.76,Cash,158519,43,Slow-Moving,0.17,67361,1687,City,2024-07-02,2,2712,33,Under Warranty,3603,3819,146538
CUST07679,Indian,Individual,High,42,0.45,Toyota,Land Cruiser,Premium,2023,V6,Petrol,Silver,449943,2024-06-07,Online,0,449943.0,Bank Loan,144300,77,Slow-Moving,0.15,101352,4183,Mixed,2025-12-20,7,3182,23,Under Warranty,4083,4269,406778
CUST07680,Egyptian,Fleet,High,43,0.22,BMW,X7,Premium,2024,V6,Petrol,White,225170,2023-09-03,Online,5,213911.5,Cash,114482,14,Fast-Moving,0.12,60911,5356,Highway,2024-09-12,0,2760,16,Under Warranty,1827,7257,168935
CUST07681,Qatari,Individual,Low,96,0.26,Toyota,Camry,Premium,2022,Inline-4,Hybrid,White,289055,2022-06-25,Fleet Sales,2,283273.9,Lease,42321,57,Medium-Moving,0.14,49757,3904,Mixed,2023-06-29,2,2535,84,Out of Warranty,15380,14876,182979
CUST07682,Jordanian,Fleet,High,55,0.14,Nissan,Patrol,Premium,2021,V8,Petrol,White,419441,2023-03-16,Showroom,2,411052.18,Lease,272130,117,Medium-Moving,0.19,85532,4237,Mixed,2023-10-23,4,2013,120,Under Warranty,3551,3268,261041
CUST07683,Indian,Fleet,Medium,91,0.28,BMW,X7,Base,2022,Inline-4,Petrol,Silver,385672,2022-12-02,Fleet Sales,3,374101.84,Cash,90332,16,Slow-Moving,0.12,74461,3673,Mixed,2023-03-23,2,2379,60,Under Warranty,2199,2260,127830
CUST07684,Qatari,Individual,High,88,0.37,Nissan,Altima,Mid,2022,V6,Hybrid,Blue,263286,2022-04-19,Online,3,255387.42,Lease,75538,91,Medium-Moving,0.23,106351,939,Highway,2022-12-22,5,1735,70,Under Warranty,12124,8235,303714
CUST07685,British,Fleet,Low,84,0.28,Toyota,Corolla,Base,2024,V8,Hybrid,Blue,111215,2022-12-17,Showroom,6,104542.1,Lease,20190,121,Medium-Moving,0.15,31417,4009,Mixed,2024-07-08,1,3437,46,Under Warranty,3794,7966,145274
